UNIT_ID,UNIT_NAME,ITEM_ID,ITEM_NAME,CATEGORY_NAME,BRAND_NAME,BALANCE
4,SMF INDUSTRIES LTD # 02,9000072601,LIMIT SWITCH;LXW-AZ7311,ELECTRICAL,C-LIN,6
4,SMF INDUSTRIES LTD # 02,9000082893,MARKER;PERMANENT;BLACK,STATIONARY,PIANO,1100
5,N.H FOODS MULTAN,9000108883,SENSOR;OPTICAL FIBER;E32-DC 200,ELECTRICAL,OMRON,1
6,KIMS,9000109122,CONNECTOR;LINEUP;10MM,ELECTRICAL,YALISI,107
6,KIMS,9000117007,CAPACITOR;30-UF,ELECTRICAL,ROMANIA,12
4,SMF INDUSTRIES LTD # 02,9000032385,CHAIN LOCK;F/LINK;#50-II,MECHANICAL,,4
4,SMF INDUSTRIES LTD # 02,9000031810,CHAIN LOCK;F/LINK;#80-I,MECHANICAL,,8
4,SMF INDUSTRIES LTD # 02,9000088570,FUSE;CERAMIC;16-AMP,ELECTRICAL,,32
4,SMF INDUSTRIES LTD # 02,9000118761,HEATER;CARTRIDGE;8X65MM,ELECTRICAL,,18
5,N.H FOODS MULTAN,9000048128,BEARING;YAR 203-2F,BEARING,SKF,4
1,GIBS,9000050510,MODULE;FBS 4DA,ELECTRICAL,FATEK,3
6,KIMS,9000022432,COPPER SLEEVE 50MM,ELECTRICAL,GENERAL ITEMS,35
6,KIMS,9000084495,"COTTER;HSS;8""X3/4""",MECHANICAL,,2
6,KIMS,9000050487,MODULE;BASE,ELECTRICAL,GENERAL ITEMS,1
6,KIMS,9000058490,MOTOR;0.5-HP,ELECTRICAL,LOT,5
6,KIMS,9000058493,MOTOR;3-HP,ELECTRICAL,LOT,3
6,KIMS,9000058026,MOTOR;7.5-HP,ELECTRICAL,CHINA,2
4,SMF INDUSTRIES LTD # 02,9000063985,BELT;PLAIN;B 96,BELT,DONGAL,3
4,SMF INDUSTRIES LTD # 02,9000055586,BLADE;PAPER CUTTER;LARGE,STATIONARY,DARCO,56
6,KIMS,9000087024,"GAS REGULATOR;1/2"";LPG",MECHANICAL,FISHER,2
6,KIMS,9000083256,THREAD;REEL;#24,MECHANICAL,,10
6,KIMS,9000020370,TIMING BELT S8M 600 X 20MM,BELT,GENERAL ITEMS,32
4,SMF INDUSTRIES LTD # 02,9000106482,BEARING;LM30UU,BEARING,MYT,31
19,VISION LAHORE,9000102337,RING;8021C30-0775,ROLLAND PARTS,MAN ROLAND,12
19,VISION LAHORE,9000120582,ROLLER;TAPER;BSA1122005400,BOBST PARTS,BOBST,8
4,SMF INDUSTRIES LTD # 02,9000049623,BEARING;61808-2RS1,BEARING,SKF,11
4,SMF INDUSTRIES LTD # 02,9000063696,BELT;PLAIN;A 53,BELT,DONGAL,2
28,VISION HATTAR ( INDUS ),9000053449,"VALVE;BALL;S.S;1-1/2""",MECHANICAL,GENERAL ITEMS,2
28,VISION HATTAR ( INDUS ),9000051824,"AEROTAPE;EPDM;2""",ELECTRICAL,AEROFLEX,4
4,SMF INDUSTRIES LTD # 02,9000093727,BEARING;BRACKET;FL-001,BEARING,FKD,39
4,SMF INDUSTRIES LTD # 02,9000106238,BEARING;BUSH;H2309,BEARING,SKF,2
28,VISION HATTAR ( INDUS ),9000068163,"PIPE;WIRE SUCTION;1-1/2""",MECHANICAL,,27
28,VISION HATTAR ( INDUS ),9000063140,MIXER;BASIN S/LEVER;S.S,BUILDING MATERIAL (E&M),MASTER,5
28,VISION HATTAR ( INDUS ),9000056861,UNION;PPRC;32 MM,BUILDING MATERIAL (E&M),MASTER,19
28,VISION HATTAR ( INDUS ),9000058529,MOTOR;W/GEAR;1.5-HP,ELECTRICAL,LOT,1
19,VISION LAHORE,9000087742,PLUG;INDUSTRIAL;3 PIN;32A,ELECTRICAL,SARA,1
28,VISION HATTAR ( INDUS ),9000071344,BITUMEN;TAR COAL;DRUM,BUILDING MATERIAL (E&M),,5
28,VISION HATTAR ( INDUS ),9000086539,INSULATOR;CERAMIC;40MMX60MM,ELECTRICAL,,1
28,VISION HATTAR ( INDUS ),9000016422,KNIFE SLOTTING;FLEXO;4 COLOUR;HATTAR,MECHANICAL,,12
28,VISION HATTAR ( INDUS ),9000021673,WOODEN BOX,ELECTRICAL,GENERAL ITEMS,6
28,VISION HATTAR ( INDUS ),9000037982,WHEEL;GRINDING;SLITTER SCORRER,MECHANICAL,,35
28,VISION HATTAR ( INDUS ),9000032428,SCRAPER;PLASTIC,GENERAL,,3
19,VISION LAHORE,9000058779,BEARING;6205,BEARING,SKF,3
19,VISION LAHORE,9000102354,BELT;TOOTHED;80.94A40-9714,ROLLAND PARTS,MAN ROLAND,2
19,VISION LAHORE,9000088082,BOLT;NUT;M.S;16MMX60MM,MECHANICAL,,2
28,VISION HATTAR ( INDUS ),9000018870,BRACKET;BEARING;BK209,BEARING,SKF,2
19,VISION LAHORE,9000117577,NUT;HEX ZG;M4X 3.2;BSA831700004,BOBST PARTS,BOBST,20
19,VISION LAHORE,9000078020,OIL;GEAR;MEROPA-220,OIL & LUBRICANTS,CALTEX,780
4,SMF INDUSTRIES LTD # 02,9000096328,"WASHER;SILICON;2-1/2""",MECHANICAL,,48
40,SMF INDUSTRIES LTD,9000055525,STAPLE PIN;24/6,STATIONARY,DOLLAR,249
9,HINA PACKAGES MULTAN,9000053845,BOLT;L KEY;M.S;5MMX20MM,MECHANICAL,GENERAL ITEMS,77
28,VISION HATTAR ( INDUS ),9000091941,MOSE;SET;5MM;3PCS,TOOLS,CHINA,1
19,VISION LAHORE,9000051660,BULB;60 W;B22,ELECTRICAL,PHILIPS,1
28,VISION HATTAR ( INDUS ),9000050640,"JUNCTION BOX;2 WAY;PVC;1""",ELECTRICAL,POPULAR,24
28,VISION HATTAR ( INDUS ),9000023812,GI TEE 3/4 * 1'',MECHANICAL,GENERAL ITEMS,2
6,KIMS,9000053848,BOLT;L KEY;M.S;5MMX40MM,MECHANICAL,GENERAL ITEMS,80
6,KIMS,9000119609,"BOLT;M.S;1/4X2""",MECHANICAL,,871
6,KIMS,9000119646,AIR CONNECTOR;6MM,MECHANICAL,,55
28,VISION HATTAR ( INDUS ),9000071479,DRILL BIT;HSS;10.5MM,TOOLS,DORMER,3
19,VISION LAHORE,9000120566,WASHER;12.10/24X2;BSA1007020300,BOBST PARTS,BOBST,4
19,VISION LAHORE,9000112056,WIND SHIELD;PATCHING MACHINE,MECHANICAL,,1
19,VISION LAHORE,9000075611,AIR UNION;STRAIGHT;S.S;16MM,MECHANICAL,FESTO,10
19,VISION LAHORE,9000075594,AIR UNION;TEE;S.S;16MM,MECHANICAL,FESTO,10
6,KIMS,9000060242,RELAY;220V AC 8 PIN;ROUND,ELECTRICAL,OMRON,1
6,KIMS,9000115758,RING SET CHAKI#50,MECHANICAL,,5
19,VISION LAHORE,9000118156,DUCTOR;ROLLER;(71);D 70MM,ROLLAND PARTS,MAN ROLAND,2
19,VISION LAHORE,9000071893,"FILTER;CARTRIDGE;20""",MECHANICAL,,2
19,VISION LAHORE,9000099815,MARKER;PERMANENT;BLUE,STATIONARY,DOLLAR,5
6,KIMS,9000055875,BRUSH;CLEANING;COCONUT;1',GENERAL,GENERAL ITEMS,6
6,KIMS,9000020212,BELT B 86,BELT,GENERAL ITEMS,5
6,KIMS,9000020221,BELT B 95,BELT,GENERAL ITEMS,1
6,KIMS,9000016449,BELT C 77,BELT,,7
4,SMF INDUSTRIES LTD # 02,9000062167,BALL POINT,STATIONARY,CLIPPER,337
28,VISION HATTAR ( INDUS ),9000065061,DRILL BIT;M.S;14MM,TOOLS,DORMER,1
28,VISION HATTAR ( INDUS ),9000055672,HELMET;SAFETY;BIKE,SAFETY EQUIPMENT,LOCAL,3
19,VISION LAHORE,9000049671,BEARING;61908-2RS1,BEARING,SKF,8
6,KIMS,9000117221,LIMIT SWITCH;Z-15GW22-B,ELECTRICAL,OMRON,9
1,GIBS,9000052948,UNDER HEAD;M.S;10MMX12MM,MECHANICAL,GENERAL ITEMS,29
19,VISION LAHORE,9000056844,TEE;PPRC;MT;25X1/2'',BUILDING MATERIAL (E&M),MASTER,7
6,KIMS,9000030101,OIL SEAL;95X125X12,BEARING,LOCAL,8
6,KIMS,9000025368,OIL SEPERATOR DF 5004,MECHANICAL,GENERAL ITEMS,2
6,KIMS,9000071635,PAD;CASH PAYMENT VOUCHER D.R,STATIONARY,,61
6,KIMS,9000022599,BAAN,GENERAL,GENERAL ITEMS,6.81
6,KIMS,9000019999,BEARING 3305,BEARING,LOCAL,159
6,KIMS,9000046561,BEARING;22211 E/C3,BEARING,SKF,5
6,KIMS,9000047114,BEARING;6001-2Z/C3,BEARING,SKF,13
6,KIMS,9000045579,BEARING;607-2Z/C3,BEARING,SKF,17
19,VISION LAHORE,9000121740,DRIVE SUPPORT;80.02A15-A140,ROLLAND PARTS,MAN ROLAND,1
6,KIMS,9000020150,BELT B 24,BELT,GENERAL ITEMS,23
6,KIMS,9000020157,BELT B 31,BELT,GENERAL ITEMS,5
6,KIMS,9000020192,BELT B 66,BELT,GENERAL ITEMS,11
6,KIMS,9000122480,BOOK;RETURNED SLIP;BOOK,STATIONARY,,5
5,N.H FOODS MULTAN,9000024472,HYDRAULIC PIPE,MECHANICAL,GENERAL ITEMS,1
5,N.H FOODS MULTAN,9000019566,BEARING;30312,BEARING,LOCAL,4
9,HINA PACKAGES MULTAN,9000074732,PAD;TRANSFER SHEET,STATIONARY,,31
6,KIMS,9000060152,OIL SEAL;45X68X10,BEARING,LOCAL,21
6,KIMS,9000067530,OIL SEAL;60X110X12,BEARING,LOCAL,3
6,KIMS,9000060920,OIL SEAL;60X90X10,BEARING,SKF,5
6,KIMS,9000118776,HEATER;CARTRIDGE;12X75MM,ELECTRICAL,,13
6,KIMS,9000119930,BRACKET;BEARING;P-218,BEARING,SKF,2
6,KIMS,9000116756,BRACKET;P-207,BEARING,LOCAL,1
6,KIMS,9000054853,BOLT;FISHER;G.I;10MM,MECHANICAL,CHINA,37
4,SMF INDUSTRIES LTD # 02,9000078714,PHENYL;WHITE;3 LTR,GENERAL,FINE,23
4,SMF INDUSTRIES LTD # 02,9000028514,PHOTO SENSOR,ELECTRICAL,,4
6,KIMS,9000053476,"VALVE;GLOBE;S.S;1-1/2""",MECHANICAL,GENERAL ITEMS,1
6,KIMS,9000054243,WASHER;PLAIN;G.I;6MM,MECHANICAL,GENERAL ITEMS,472
6,KIMS,9000062925,CIRCUIT BREAKER;MCB;16 AMP SP,ELECTRICAL,SCHNEIDER,2
6,KIMS,9000049464,OIL SEAL;30X72X11,BEARING,SKF,2
6,KIMS,9000051687,ENERGY SAVER;12 W;E27,ELECTRICAL,PHILIPS,7
4,SMF INDUSTRIES LTD # 02,9000021774,COIL SOLENOID VALVE,ELECTRICAL,GENERAL ITEMS,14
4,SMF INDUSTRIES LTD # 02,9000061188,OIL SEAL;64X80X8,BEARING,SKF,6
4,SMF INDUSTRIES LTD # 02,9000061202,OIL SEAL;70X100X10,BEARING,SKF,5
5,N.H FOODS MULTAN,9000020278,BELT C 25,BELT,GENERAL ITEMS,2
6,KIMS,9000103873,"DISK;GRINDING;7""",MECHANICAL,DEWALT,19
6,KIMS,9000023240,DORI;JOINT;KLINGER,MECHANICAL,GENERAL ITEMS,9.4
6,KIMS,9000092699,OIL SEAL;17X25X4,BEARING,LOCAL,9
6,KIMS,9000102177,TWISTER;TAFLOON;CANDY,MECHANICAL,,18
4,SMF INDUSTRIES LTD # 02,9000028379,BUTTON FOR BELT,GENERAL,,308
4,SMF INDUSTRIES LTD # 02,9000050552,C.T;2000-5A,ELECTRICAL,GENERAL ITEMS,1
4,SMF INDUSTRIES LTD # 02,9000084487,"DISK;CUTTING;4""",MECHANICAL,CHINA,1322
3,USMAN TRADE LINKERS,9000111869,TISSUE BOX POPUP 150X2PLY,GENERAL,LOCAL,15
28,VISION HATTAR ( INDUS ),9000066646,"WRENCH;PIPE;24""",TOOLS,CHINA,1
1,GIBS,9000126642,"COUPLING;RUBBER;8"";24-T",MECHANICAL,,1
28,VISION HATTAR ( INDUS ),9000058794,BEARING;6301,BEARING,SKF,2
1,GIBS,9000046861,BEARING;32006 X/Q,BEARING,SKF,3
1,GIBS,9000045632,BEARING;6204-2Z,BEARING,SKF,56
1,GIBS,9000045453,BEARING;6005-2Z/C3,BEARING,SKF,41
8,WATER VILLAGE,9000062167,BALL POINT,STATIONARY,CLIPPER,367
3,USMAN TRADE LINKERS,9000094301,INK ROLL;HOT;36X32;BLACK,PRINTER,CHINA,120
6,KIMS,9000066195,MOSE;SET;5MM;3 PCS,TOOLS,DORMER,3
19,VISION LAHORE,9000074932,CHOKE;BTA 36 W,ELECTRICAL,PHILIPS,1
40,SMF INDUSTRIES LTD,9000114283,BOLT;M.S;18MMX155MMX100MM;J-TYPE,MECHANICAL,,4
28,VISION HATTAR ( INDUS ),9000061461,BOLT;RAWAL;M.S;8MM,MECHANICAL,LOCAL,20
6,KIMS,9000051150,"SADDLE;PVC;3/4"";Q#2",ELECTRICAL,GENERAL ITEMS,224
6,KIMS,9000021712,WIRE;HEATPROOF;1MM,ELECTRICAL,GENERAL ITEMS,1
40,SMF INDUSTRIES LTD,9000117846,FAN;CABINET;1440 CFM,ELECTRICAL,,1
40,SMF INDUSTRIES LTD,9000068477,PAINT;ENAMEL;GOLDEN YELLOW,BUILDING MATERIAL (E&M),MASTER,4
40,SMF INDUSTRIES LTD,9000061536,BOLT;FISHER;M.S;8MM,MECHANICAL,LOCAL,449
9,HINA PACKAGES MULTAN,9000140433,FILE;BOX,STATIONARY,,298
1,GIBS,9000023318,AIR FILTER AF 890,MECHANICAL,GENERAL ITEMS,2
9,HINA PACKAGES MULTAN,9000071604,REGISTER;WCR,STATIONARY,,4
40,SMF INDUSTRIES LTD,9000052703,"SOCKET;M.S;3/4""",MECHANICAL,GENERAL ITEMS,3
40,SMF INDUSTRIES LTD,9000123723,UNIFORM;LABOUR;WHITE;XL,SAFETY EQUIPMENT,,2
40,SMF INDUSTRIES LTD,9000097276,"VALVE;BALANCING;BRASS;1-1/4""",MECHANICAL,,3
40,SMF INDUSTRIES LTD,9000113265,VALVE;MOTORIZED;2-WAY; DN50,MECHANICAL,,15
1,GIBS,9000092446,BEARING;61910-2RS1,BEARING,SKF,11
1,GIBS,9000076871,"AIR CONN;STRAIGHT;S.S;MALE;12MMX1/8""",MECHANICAL,CHINA,49
1,GIBS,9000076891,"AIR CONN;STRAIGHT;S.S;MALE;6MMX1/4""",MECHANICAL,CHINA,92
1,GIBS,9000067389,METER;P.H,TOOLS,GENERAL ITEMS,1
1,GIBS,9000031427,HEATER PATRI ROUND VR,ELECTRICAL,,11
1,GIBS,9000021704,MAGNETIC COIL,ELECTRICAL,GENERAL ITEMS,6
1,GIBS,9000082855,MAT;PRAYER;SAFF;PLASTIC;10'X4',GENERAL,,1
1,GIBS,9000021825,MEMORY CARD PRINTER,PRINTER,GENERAL ITEMS,2
1,GIBS,9000029965,MOELLER EASY 512 DC-R,ELECTRICAL,GENERAL ITEMS,1
1,GIBS,9000023600,DIE CUP BISCUIT,MECHANICAL,GENERAL ITEMS,398
1,GIBS,9000021982,DIGITAL VOLT METER,ELECTRICAL,GENERAL ITEMS,2
1,GIBS,9000055590,DISPENSER;TAPE,STATIONARY,GENERAL ITEMS,2
1,GIBS,9000093732,BEARING;HK-2014,BEARING,LOCAL,10
1,GIBS,9000024508,SILICON RING,MECHANICAL,GENERAL ITEMS,34
1,GIBS,9000090849,SOAP;HAND WASH;LIQUID;600 ML,SAFETY EQUIPMENT,DETTOL,2
1,GIBS,9000083113,STAMP;AUTO;4911,STATIONARY,,3
1,GIBS,9000052043,"ELBOW;S.S;5"";G#304",MECHANICAL,GENERAL ITEMS,2
1,GIBS,9000031175,OIL SEAL;58X86X12,BEARING,LOCAL,5
1,GIBS,9000063694,BELT;PLAIN;A 51,BELT,DONGAL,5
1,GIBS,9000063913,BELT;PLAIN;B 24,BELT,DONGAL,29
1,GIBS,9000063930,BELT;PLAIN;B 41,BELT,DONGAL,4
1,GIBS,9000063943,BELT;PLAIN;B 54,BELT,DONGAL,10
1,GIBS,9000063972,BELT;PLAIN;B 83,BELT,DONGAL,6
1,GIBS,9000063975,BELT;PLAIN;B 86,BELT,DONGAL,8
1,GIBS,9000065520,BELT;SK 43,BELT,GENERAL ITEMS,4
1,GIBS,9000077572,BELT;TIMING;HTD 8M 600 X 20MM,BELT,,11
1,GIBS,9000028080,BELT;TIMING;HTD 8M 760 X 25MM,BELT,,5
1,GIBS,9000077877,BELT;TIMING;L 210 X 18MM,BELT,,17
1,GIBS,9000065727,BELT;TIMING;L 480 X 13MM,BELT,GENERAL ITEMS,18
1,GIBS,9000071945,WHEEL;RUBBER;DK-1100,PRINTER,,21
1,GIBS,9000074216,TIMER;AT8N,ELECTRICAL,AUTONICS,10
1,GIBS,9000029730,CHAIN;06B-III,MECHANICAL,GENERAL ITEMS,100
1,GIBS,9000048158,BEARING;YAR 209-2F,BEARING,SKF,3
1,GIBS,9000020285,BELT C 69,BELT,GENERAL ITEMS,3
1,GIBS,9000123083,"BOLT;L KEY;M.S;6'''X2""",MECHANICAL,,25
1,GIBS,9000062475,BOND;TUBE,GENERAL,SAMAD,11
1,GIBS,9000021690,BUSBAR;COPPER PATTI,ELECTRICAL,GENERAL ITEMS,395
24,EXPERT ADVERTISING LAHORE,9000110665,GEAR DAMPING ROLLER LARGE,HEIDELBERG SM-102 FP OP# 13,MALAYSIAN,2
24,EXPERT ADVERTISING LAHORE,9000023932,GREASE GUN PIPE,MECHANICAL,GENERAL ITEMS,1
24,EXPERT ADVERTISING LAHORE,9000100458,"OIL PRESSURE PIPE 1/2""X26""",MECHANICAL,GENERAL ITEMS,1
24,EXPERT ADVERTISING LAHORE,9000049398,OIL SEAL;20X42X7,BEARING,SKF,9
24,EXPERT ADVERTISING LAHORE,9000113492,ROLLER GOT,SOLNA 225 OP # 07,,12
24,EXPERT ADVERTISING LAHORE,9000100506,SEAL OIL 16MMX22MMX3.6MM,BEARING,GENERAL ITEMS,10
24,EXPERT ADVERTISING LAHORE,9000100507,SEAL OIL 17MMX30MMX7MM,BEARING,GENERAL ITEMS,2
24,EXPERT ADVERTISING LAHORE,9000100522,SEAL OIL 70X95X10MM,BEARING,GENERAL ITEMS,3
24,EXPERT ADVERTISING LAHORE,9000100527,SIDE LAY PLATE CC-WUPA,MECHANICAL,GENERAL ITEMS,1
24,EXPERT ADVERTISING LAHORE,9000100544,SS PATTI 16X16X1MM,MECHANICAL,GENERAL ITEMS,21
24,EXPERT ADVERTISING LAHORE,9000100313,20436 PAPER WEIGHT FUNNER,ROLAND REKORD OP # 05,GENERAL ITEMS,6
24,EXPERT ADVERTISING LAHORE,9000100315,20439 BRUSH WHEEL BLACK,ROLAND REKORD OP # 05,GENERAL ITEMS,6
24,EXPERT ADVERTISING LAHORE,9000100324,20843 OIL PUMP FILTER,ROLAND REKORD OP # 05,GENERAL ITEMS,2
24,EXPERT ADVERTISING LAHORE,9000112132,"QUICK COUPLER;S.S;1/2""X1/2""",IBERICA PARTS,IBERICA,1
24,EXPERT ADVERTISING LAHORE,9000100765,"SWITCH BOX 4.5X3X3"" 2-H W/COVER",ELECTRICAL,GENERAL ITEMS,2
24,EXPERT ADVERTISING LAHORE,9000057730,TAPE;INSULATION;BLACK,ELECTRICAL,OSAKA,68
24,EXPERT ADVERTISING LAHORE,9000100105,"BELT VARIABLE 37""X28MMX10MM 875-LI GTO",BELT,GENERAL ITEMS,1
24,EXPERT ADVERTISING LAHORE,9000068512,CLEANER;CONTACT,ELECTRICAL,PHILIPS,1
24,EXPERT ADVERTISING LAHORE,9000051539,CAPACITOR;470-UF,ELECTRICAL,FUJI,1
24,EXPERT ADVERTISING LAHORE,9000102556,CONNECTOR;LINEUP;16MM,ELECTRICAL,ONKA,10
24,EXPERT ADVERTISING LAHORE,9000099793,COVER;CARD,STATIONARY,,64
24,EXPERT ADVERTISING LAHORE,9000100333,38-HH SIDE PULL SIDE PLATE 363MM,MECHANICAL,GENERAL ITEMS,1
24,EXPERT ADVERTISING LAHORE,9000067870,BRUSH;TOILET;ROUND,GENERAL,,4
24,EXPERT ADVERTISING LAHORE,9000058815,BEARING;16005,BEARING,SKF,3
24,EXPERT ADVERTISING LAHORE,9000120790,BEARING;51111,BEARING,INA,1
4,SMF INDUSTRIES LTD # 02,9000055859,SOAP;BATH,GENERAL,TIBBET,8
60,GIBS FOOD PRODUCTS,9000081041,CABLE;UTP CAT6,ELECTRICAL,SCHNEIDER,12
9,HINA PACKAGES MULTAN,9000083543,WASHER;SILICON;15X44X1MM,MECHANICAL,,180
9,HINA PACKAGES MULTAN,9000070636,PENT;LABOUR;JEAN;BLUE;#40,SAFETY EQUIPMENT,,9
1,GIBS,9000031386,ASSEMBLY;TYPE WHEEL;DK-1000,PRINTER,,4
9,HINA PACKAGES MULTAN,9000055860,WIPER;WITH HANDLE;LARGE,GENERAL,GENERAL ITEMS,37
9,HINA PACKAGES MULTAN,9000055532,REGISTER;IN/OUT,STATIONARY,GENERAL ITEMS,7
24,EXPERT ADVERTISING LAHORE,9000100584,AUXILERY CONTACT TM 4 NO,ELECTRICAL,GENERAL ITEMS,4
24,EXPERT ADVERTISING LAHORE,9000100359,BEARING BALL EE4,BEARING,GENERAL ITEMS,2
24,EXPERT ADVERTISING LAHORE,9000100281,DELIVERY ROD GRIPPER PAD SOLNA,SOLNA 225 OP # 07,GENERAL ITEMS,828
1,GIBS,9000054033,NUT;S.S;8MM,MECHANICAL,GENERAL ITEMS,20
24,EXPERT ADVERTISING LAHORE,9000099426,"BLANKET;RUBBER;SOLNA;4PLY;26""X23""",GENERAL,,4
24,EXPERT ADVERTISING LAHORE,9000048357,BEARING;6306-2Z/C3,BEARING,SKF,1
9,HINA PACKAGES MULTAN,9000118315,SHOE;STEEL LIFT,MECHANICAL,,16
9,HINA PACKAGES MULTAN,9000096880,SPRAY;ULTRA FAST;500 ML,GENERAL,POWER PLUS,11
9,HINA PACKAGES MULTAN,9000097941,RING SLOTTING;185X273X10MM;FLEXO 403,MECHANICAL,,9
5,N.H FOODS MULTAN,9000051831,HEATER;CARTRIDGE;6X50MM;90 W,ELECTRICAL,GENERAL ITEMS,7
9,HINA PACKAGES MULTAN,9000064397,CUTTER;END MILL;HSS;6MM,TOOLS,DORMER,4
40,SMF INDUSTRIES LTD,9000088561,SHARPENER,STATIONARY,ORO,23
40,SMF INDUSTRIES LTD,9000054032,NUT;S.S;6MM,MECHANICAL,GENERAL ITEMS,100
9,HINA PACKAGES MULTAN,9000124005,GEAR;C.S;T-54X224MMX45MM,MECHANICAL,,4
1,GIBS,9000060825,CIRCUIT BREAKER;MCB;20 AMP SP,ELECTRICAL,TERA SAKIE,4
1,GIBS,9000055225,"DISK;POLISH;4""",MECHANICAL,GENERAL ITEMS,40
24,EXPERT ADVERTISING LAHORE,9000125735,CUTTING RULE 23.80X0.71MM,PRINTING MATERIAL,XXX HORSE,109
28,VISION HATTAR ( INDUS ),9000073271,LOCK;PANEL;SMALL,ELECTRICAL,,2
28,VISION HATTAR ( INDUS ),9000020211,BELT B 85,BELT,GENERAL ITEMS,15
19,VISION LAHORE,9000084667,"TAPE;DOUBLE SIDE;PVC;1""",MECHANICAL,CHINA,18
24,EXPERT ADVERTISING LAHORE,9000125734,BELT 3400X20X4MM(JOINT),BELT,,1
3,USMAN TRADE LINKERS,9000022655,GOAT PLASTIC,GENERAL,GENERAL ITEMS,4.8
6,KIMS,9000054510,SEAL;MECHANICAL;S.S;25MM,MECHANICAL,TRISUN,24
9,HINA PACKAGES MULTAN,9000053843,BOLT;L KEY;M.S;5MMX12MM,MECHANICAL,GENERAL ITEMS,82
3,USMAN TRADE LINKERS,9000076214,SEAL;MECHANICAL;F-16 3R,MECHANICAL,,2
19,VISION LAHORE,9000125006,BLOCK;SAFETY;BSA2332311300,BOBST PARTS,BOBST,2
8,WATER VILLAGE,9000032428,SCRAPER;PLASTIC,GENERAL,,25
9,HINA PACKAGES MULTAN,9000126724,AIR CYLINDER;MAL 25X125,MECHANICAL,RIH,4
9,HINA PACKAGES MULTAN,9000045651,BEARING;6206-2Z,BEARING,SKF,10
9,HINA PACKAGES MULTAN,9000066002,DIAPHRAGM,LAB ACCESSORIES,GENERAL ITEMS,5
9,HINA PACKAGES MULTAN,9000070554,AUXILERY;PUSH BUTTON;N-CLOSE,ELECTRICAL,SCHNEIDER,55
9,HINA PACKAGES MULTAN,9000063691,BELT;PLAIN;A 48,BELT,DONGAL,6
9,HINA PACKAGES MULTAN,9000051871,KNOB;VOLUME,ELECTRICAL,GENERAL ITEMS,4
9,HINA PACKAGES MULTAN,9000050584,LIMIT SWITCH;LX-WL/D2,ELECTRICAL,C-LIN,3
9,HINA PACKAGES MULTAN,9000050771,THIMBLE;O TYPE;COPPER;1.5MM,ELECTRICAL,GENERAL ITEMS,50
9,HINA PACKAGES MULTAN,9000050376,INVERTER;11 KW,ELECTRICAL,INVT,1
9,HINA PACKAGES MULTAN,9000053056,"SCREW;DRY WALL;8#X3/4""",BUILDING MATERIAL (E&M),ADAM JEE,1
9,HINA PACKAGES MULTAN,9000054655,GEAR SPROCKET;M.S;40-T,MECHANICAL,GENERAL ITEMS,3
9,HINA PACKAGES MULTAN,9000082962,SHIM;BLOCK;COPPER;SMALL,MECHANICAL,,241
9,HINA PACKAGES MULTAN,9000085265,RELAY;BASE;8 PIN;ROUND,ELECTRICAL,LIRRD,6
9,HINA PACKAGES MULTAN,9000086003,"AIR CONN;STRAIGHT;PVC;MALE;4MMX3/8""",MECHANICAL,CHINA,12
9,HINA PACKAGES MULTAN,9000073076,CHAIN LOCK;H/LINK;#12B-I,MECHANICAL,,21
28,VISION HATTAR ( INDUS ),9000094912,"PATTI;LEATHER;BRAKE;8MMX2""",MECHANICAL,,25
9,HINA PACKAGES MULTAN,9000063686,BELT;PLAIN;A 43,BELT,DONGAL,4
9,HINA PACKAGES MULTAN,9000069995,REGISTER;STOCK;#10,STATIONARY,,2
9,HINA PACKAGES MULTAN,9000063974,BELT;PLAIN;B 85,BELT,DONGAL,3
9,HINA PACKAGES MULTAN,9000063750,BELT;PLAIN;B 115,BELT,DONGAL,4
9,HINA PACKAGES MULTAN,9000064037,BELT;PLAIN;C 91,BELT,DONGAL,8
9,HINA PACKAGES MULTAN,9000063983,BELT;PLAIN;B 94,BELT,DONGAL,6
9,HINA PACKAGES MULTAN,9000073207,DISK;BRAKE PAD;PACKAGING PLANT,MECHANICAL,,3
9,HINA PACKAGES MULTAN,9000112840,BELT;TIMING;HTD 5M 920 X 40MM,BELT,,12
9,HINA PACKAGES MULTAN,9000090780,"AIR CONN;STRAIGHT;S.S;MALE;1/8""'XM5",MECHANICAL,,6
9,HINA PACKAGES MULTAN,9000075483,SEAL;HYDRAULIC;55X63X5,MECHANICAL,,17
9,HINA PACKAGES MULTAN,9000076894,AIR CONN;STRAIGHT;S.S;MALE;6MMX3/8''',MECHANICAL,CHINA,27
9,HINA PACKAGES MULTAN,9000074672,"FAN;BLOWER;WITH MOTOR;9""",ELECTRICAL,,1
9,HINA PACKAGES MULTAN,9000090915,BULB;100 W;24V,ELECTRICAL,,15
9,HINA PACKAGES MULTAN,9000090314,SPACER;CUTTER;222X278MM,MECHANICAL,,15
9,HINA PACKAGES MULTAN,9000093068,CAPACITOR;4.5-UF,ELECTRICAL,UT,11
9,HINA PACKAGES MULTAN,9000097046,RELAY;OVERLOAD;LRD08 2.5-4AMP,ELECTRICAL,SCHNEIDER,6
9,HINA PACKAGES MULTAN,9000038018,SHIM;BLOCK;COPPER;LARGE,MECHANICAL,,222
9,HINA PACKAGES MULTAN,9000073863,CYLINDER;CLUTCH;UPPER,AUTO PARTS,,2
